Soil Moisture,Temperature, Soil Humidity,N,P,K,Status,Fertilizer,Pest
65,20,28,19,22,14,OFF,20-20,Mealybug
18,35,30,48,87,31,ON,20-20,Spodoptera
21,22,51,53,44,23,ON,28-28,PinkBollworm-Larva
85,30,26,28,33,26,OFF,20-20,Mealybug
55,10,43,41,23,48,OFF,Urea,PinkBollworm-Larva
42,23,53,17,26,49,ON,Urea,Jassid
22,1,65,1,10,1,ON,Urea,Spodoptera
47,44,50,34,60,18,OFF,28-28,Aphid
12,36,21,94,55,0,ON,14-35-14,Mealybug
41,41,31,18,29,41,ON,10-26-26,AmericanBollworm-Larva
39,42,62,25,44,58,ON,14-35-14,Aphid
82,25,42,8,27,23,OFF,DAP,Mealybug
13,41,25,11,98,16,ON,28-28,AmericanBollworm-Egg
17,20,67,54,43,25,ON,10-26-26,Spodoptera
87,24,37,95,94,39,ON,10-26-26,AmericanBollworm-Egg
14,37,26,55,80,12,ON,DAP,Mealybug
72,28,31,49,79,39,OFF,14-35-14,PinkBollworm-Larva
58,31,31,63,65,30,ON,10-26-26,Spodoptera
43,26,49,65,43,16,ON,Urea,AmericanBollworm-Egg
8,26,46,11,79,75,OFF,28-28,Spodoptera
69,20,42,62,97,84,ON,14-35-14,Mealybug
18,25,26,92,0,78,ON,17-17-17,Spodoptera
23,15,61,31,1,44,ON,20-20,Aphid
22,41,58,97,50,11,OFF,14-35-14,AmericanBollworm-Egg
52,5,62,63,65,63,OFF,20-20,AmericanBollworm-Egg
17,43,46,4,91,35,ON,14-35-14,AmericanBollworm-Egg
41,37,33,92,82,10,ON,20-20,AmericanBollworm-Egg
74,45,52,55,36,37,OFF,28-28,PinkBollworm-Larva
90,30,42,10,15,59,OFF,28-28,AmericanBollworm-Egg
68,11,67,51,5,77,OFF,DAP,Aphid
15,25,70,64,19,40,OFF,14-35-14,AmericanBollworm-Larva
28,28,45,43,39,74,OFF,DAP,AmericanBollworm-Larva
35,5,54,97,1,37,ON,Urea,AmericanBollworm-Egg
71,43,41,97,55,94,ON,14-35-14,PinkBollworm-Larva
19,36,69,11,56,39,ON,28-28,AmericanBollworm-Egg
88,19,52,28,91,9,OFF,14-35-14,AmericanBollworm-Egg
41,31,31,98,12,38,ON,20-20,AmericanBollworm-Egg
39,30,53,80,78,5,OFF,17-17-17,PinkBollworm-Larva
60,25,39,2,96,85,OFF,28-28,Aphid
32,17,55,28,30,23,OFF,Urea,Aphid
18,37,57,94,25,92,ON,DAP,Aphid
42,7,47,77,80,63,OFF,10-26-26,Mealybug
85,11,58,74,42,52,OFF,Urea,Aphid
54,15,63,1,35,18,OFF,Urea,Mealybug
5,19,20,85,71,67,ON,DAP,Spodoptera
13,24,57,38,34,18,ON,DAP,Aphid
36,45,51,49,51,70,ON,14-35-14,AmericanBollworm-Egg
10,13,28,89,41,27,ON,DAP,PinkBollworm-Larva
36,9,57,20,21,45,OFF,28-28,Spodoptera
38,7,22,80,44,13,OFF,14-35-14,PinkBollworm-Larva
78,15,27,53,67,24,OFF,DAP,Spodoptera
27,20,53,73,67,24,OFF,28-28,Jassid
80,38,21,59,1,40,ON,20-20,Aphid
55,4,64,8,21,11,ON,17-17-17,Mealybug
87,39,28,72,65,31,OFF,28-28,Mealybug
32,7,28,61,41,43,ON,10-26-26,AmericanBollworm-Egg
15,39,53,67,96,15,ON,DAP,Aphid
74,8,47,63,91,10,OFF,20-20,Aphid
52,43,70,7,36,75,ON,DAP,Spodoptera
24,2,69,61,30,49,ON,14-35-14,AmericanBollworm-Larva
36,26,41,29,26,58,ON,14-35-14,AmericanBollworm-Egg
38,2,59,97,20,21,OFF,14-35-14,PinkBollworm-Larva
22,43,62,40,14,15,ON,17-17-17,Jassid
84,6,57,66,84,64,OFF,17-17-17,Aphid
78,30,23,76,88,89,ON,28-28,Aphid
11,38,41,85,57,57,OFF,28-28,Spodoptera
79,37,64,11,4,10,ON,28-28,Jassid
78,45,24,59,81,19,ON,14-35-14,Mealybug
74,9,32,16,1,86,ON,DAP,PinkBollworm-Larva
72,11,58,20,83,93,OFF,20-20,Jassid
64,14,37,31,83,4,ON,14-35-14,Jassid
11,38,54,34,5,26,ON,20-20,Jassid
7,37,24,74,87,64,ON,DAP,Spodoptera
39,31,68,41,36,6,ON,20-20,Aphid
79,4,28,95,16,5,OFF,DAP,AmericanBollworm-Egg
15,10,34,63,12,30,ON,Urea,Mealybug
72,22,43,5,59,26,OFF,28-28,Spodoptera
82,12,69,48,83,73,OFF,DAP,Spodoptera
88,38,39,61,69,43,ON,DAP,Jassid
8,27,24,48,75,30,ON,10-26-26,AmericanBollworm-Egg
35,38,40,70,87,72,ON,Urea,Aphid
44,4,28,17,35,31,ON,14-35-14,Jassid
29,31,56,42,28,72,ON,Urea,Aphid
22,20,40,28,38,10,ON,28-28,PinkBollworm-Larva
44,34,60,8,67,72,ON,DAP,Mealybug
78,39,30,24,98,35,OFF,Urea,PinkBollworm-Larva
60,41,53,10,53,75,ON,DAP,Mealybug
66,5,20,97,14,52,OFF,17-17-17,Mealybug
49,2,51,37,41,90,OFF,17-17-17,AmericanBollworm-Egg
11,10,58,35,1,90,ON,DAP,Jassid
7,19,51,60,29,60,ON,17-17-17,Jassid
82,21,49,58,15,61,ON,28-28,Mealybug
60,34,48,16,22,39,ON,20-20,Aphid
8,20,53,23,56,17,ON,Urea,Spodoptera
55,23,33,91,26,26,ON,Urea,AmericanBollworm-Larva
9,32,28,69,29,26,ON,14-35-14,Jassid
84,19,56,61,12,55,OFF,Urea,AmericanBollworm-Larva
31,27,63,36,16,48,ON,Urea,Aphid
68,30,46,73,91,13,OFF,DAP,Spodoptera
86,9,64,38,43,49,ON,DAP,Spodoptera
73,38,23,82,46,1,ON,DAP,Aphid
11,25,26,26,31,50,ON,28-28,AmericanBollworm-Larva
41,43,55,68,32,33,ON,17-17-17,Aphid
71,9,54,40,89,95,OFF,14-35-14,Jassid
21,11,46,82,6,26,ON,28-28,PinkBollworm-Larva
54,22,36,6,49,17,ON,17-17-17,AmericanBollworm-Larva
17,36,63,39,77,35,ON,20-20,AmericanBollworm-Egg
71,6,33,40,13,51,OFF,28-28,Spodoptera
3,7,37,84,83,31,ON,10-26-26,Aphid
69,29,52,41,55,6,OFF,Urea,AmericanBollworm-Egg
67,30,45,27,56,4,ON,14-35-14,Jassid
46,4,41,42,5,44,OFF,10-26-26,Jassid
16,6,69,21,72,27,ON,20-20,Jassid
85,13,29,75,94,42,OFF,DAP,Spodoptera
24,10,46,37,76,9,OFF,28-28,Spodoptera
4,3,27,23,61,7,ON,28-28,Aphid
11,24,22,90,52,97,ON,14-35-14,Jassid
22,37,27,98,58,64,ON,10-26-26,Mealybug
61,43,64,75,63,13,OFF,14-35-14,Aphid
24,9,41,39,88,4,ON,Urea,Spodoptera
41,29,68,55,82,82,OFF,DAP,Mealybug
25,30,27,60,33,65,OFF,20-20,Jassid
61,27,70,3,46,22,ON,Urea,Aphid
41,13,54,35,78,89,OFF,Urea,PinkBollworm-Larva
49,11,50,24,43,72,OFF,DAP,Mealybug
73,6,27,65,56,52,OFF,14-35-14,Aphid
61,28,29,99,97,9,ON,Urea,AmericanBollworm-Egg
74,13,45,81,43,12,OFF,DAP,Aphid
1,8,43,93,70,3,OFF,10-26-26,AmericanBollworm-Egg
31,34,44,93,13,35,OFF,14-35-14,Mealybug
54,36,25,58,91,63,OFF,DAP,AmericanBollworm-Larva
50,36,51,54,93,4,ON,20-20,AmericanBollworm-Egg
53,18,22,21,14,26,OFF,DAP,Aphid
33,6,26,0,86,38,ON,14-35-14,Spodoptera
62,5,47,36,32,40,OFF,28-28,AmericanBollworm-Egg
29,2,29,77,90,94,OFF,28-28,Mealybug
85,24,36,10,20,18,ON,14-35-14,Aphid
78,12,57,66,26,32,OFF,14-35-14,Jassid
58,23,61,91,47,8,OFF,DAP,AmericanBollworm-Larva
40,36,35,59,50,37,ON,Urea,Jassid
69,13,37,50,92,90,OFF,10-26-26,Mealybug
72,19,35,56,74,90,OFF,20-20,PinkBollworm-Larva
29,30,52,24,65,1,OFF,20-20,Aphid
21,30,20,5,54,0,ON,14-35-14,AmericanBollworm-Larva
19,24,33,11,53,46,OFF,10-26-26,PinkBollworm-Larva
41,35,28,62,88,58,ON,10-26-26,Spodoptera
55,8,26,73,70,66,OFF,Urea,Spodoptera
11,25,54,69,27,12,OFF,17-17-17,PinkBollworm-Larva
40,18,39,67,23,27,ON,10-26-26,Spodoptera
44,42,25,63,64,78,ON,17-17-17,AmericanBollworm-Larva
11,26,33,6,77,70,ON,17-17-17,Spodoptera
40,39,38,44,60,59,ON,10-26-26,Aphid
43,3,50,5,37,32,ON,20-20,AmericanBollworm-Egg
45,16,53,21,13,0,ON,17-17-17,Aphid
54,27,34,15,93,20,ON,28-28,PinkBollworm-Larva
37,19,46,94,34,17,ON,DAP,Aphid
88,40,44,59,23,39,OFF,Urea,Jassid
52,0,53,50,79,49,OFF,28-28,PinkBollworm-Larva
29,23,44,29,6,86,ON,Urea,PinkBollworm-Larva
76,42,67,52,36,99,OFF,28-28,AmericanBollworm-Larva
48,29,36,54,84,31,ON,28-28,AmericanBollworm-Egg
74,8,34,79,95,53,ON,Urea,AmericanBollworm-Egg
20,24,69,74,28,94,OFF,20-20,Mealybug
9,18,61,64,36,96,ON,20-20,Spodoptera
65,17,36,5,33,71,OFF,14-35-14,AmericanBollworm-Egg
86,6,61,4,72,90,OFF,28-28,Mealybug
62,29,61,13,68,42,ON,17-17-17,AmericanBollworm-Egg
83,29,64,16,32,65,OFF,10-26-26,AmericanBollworm-Larva
84,40,67,47,6,62,OFF,10-26-26,PinkBollworm-Larva
86,21,29,34,79,1,OFF,17-17-17,Jassid
51,21,33,17,30,53,ON,20-20,PinkBollworm-Larva
16,44,33,47,83,14,ON,17-17-17,Jassid
25,14,42,29,41,32,OFF,14-35-14,Mealybug
23,12,52,60,7,42,OFF,DAP,Aphid
76,5,54,38,22,13,OFF,DAP,Mealybug
45,2,21,24,77,95,OFF,20-20,AmericanBollworm-Larva
83,15,67,47,42,77,OFF,DAP,Spodoptera
34,39,58,12,31,2,ON,17-17-17,Jassid
38,33,54,58,83,55,ON,14-35-14,Aphid
55,36,25,43,19,6,ON,17-17-17,AmericanBollworm-Larva
50,6,25,89,52,59,ON,10-26-26,Aphid
70,22,52,35,65,31,ON,Urea,Mealybug
17,30,65,58,44,97,OFF,Urea,AmericanBollworm-Egg
39,30,60,98,88,94,ON,17-17-17,AmericanBollworm-Larva
68,27,69,90,39,51,ON,10-26-26,Spodoptera
66,4,48,37,22,63,OFF,17-17-17,Mealybug
52,34,61,0,19,72,OFF,28-28,Aphid
67,17,53,88,30,68,OFF,20-20,Jassid
31,8,67,75,53,83,ON,Urea,Mealybug
33,21,31,48,58,72,OFF,DAP,AmericanBollworm-Larva
68,38,41,88,81,41,OFF,17-17-17,PinkBollworm-Larva
51,14,59,72,30,49,OFF,17-17-17,Mealybug
2,6,41,91,35,8,ON,14-35-14,AmericanBollworm-Egg
15,36,23,48,56,42,ON,Urea,AmericanBollworm-Egg
41,21,36,36,78,99,ON,10-26-26,PinkBollworm-Larva
75,17,56,77,23,88,OFF,28-28,AmericanBollworm-Larva
57,2,51,66,47,96,OFF,28-28,Spodoptera
42,28,26,85,44,49,ON,DAP,AmericanBollworm-Larva
38,0,28,13,54,44,OFF,DAP,AmericanBollworm-Larva
24,13,58,61,1,79,OFF,DAP,AmericanBollworm-Larva
26,27,68,3,55,66,ON,Urea,AmericanBollworm-Egg
38,38,56,41,92,87,OFF,28-28,AmericanBollworm-Egg
18,14,54,24,54,1,ON,20-20,Spodoptera
84,4,70,8,99,9,OFF,DAP,Jassid
25,24,52,66,97,33,ON,Urea,Aphid
3,8,57,52,37,72,OFF,10-26-26,Jassid
79,15,26,78,61,78,OFF,10-26-26,Spodoptera
12,5,55,71,27,14,ON,Urea,Mealybug
76,34,36,37,24,78,OFF,17-17-17,Aphid
52,24,65,77,49,53,ON,17-17-17,Spodoptera
14,16,42,48,29,19,ON,17-17-17,PinkBollworm-Larva
27,30,47,51,96,10,ON,10-26-26,Aphid
70,22,41,83,95,83,OFF,28-28,AmericanBollworm-Egg
84,24,30,13,49,86,OFF,Urea,AmericanBollworm-Larva
56,18,70,41,77,3,ON,20-20,AmericanBollworm-Larva
2,35,20,58,87,25,ON,20-20,Spodoptera
41,7,56,70,27,20,OFF,17-17-17,AmericanBollworm-Larva
20,42,60,9,54,26,ON,28-28,Spodoptera
63,29,21,72,79,40,ON,20-20,Mealybug
63,43,68,77,4,32,ON,17-17-17,Jassid
48,16,32,57,96,94,OFF,10-26-26,Jassid
85,15,69,93,50,26,ON,28-28,Mealybug
24,29,57,91,24,62,OFF,17-17-17,Jassid
34,9,69,98,85,54,ON,20-20,PinkBollworm-Larva
73,31,52,25,99,12,OFF,14-35-14,AmericanBollworm-Larva
58,39,56,49,58,17,OFF,10-26-26,PinkBollworm-Larva
61,11,59,1,3,50,OFF,20-20,Aphid
32,7,38,98,57,40,ON,10-26-26,AmericanBollworm-Larva
13,45,59,71,27,58,ON,28-28,AmericanBollworm-Larva
17,27,55,64,90,48,ON,28-28,Jassid
31,7,45,52,96,66,ON,Urea,Aphid
79,43,55,52,82,72,ON,Urea,PinkBollworm-Larva
26,29,42,38,29,71,ON,17-17-17,Spodoptera
51,20,33,9,91,18,OFF,20-20,AmericanBollworm-Egg
60,21,45,27,69,30,OFF,17-17-17,AmericanBollworm-Egg
10,21,42,64,28,50,ON,10-26-26,AmericanBollworm-Egg
5,28,49,94,16,90,ON,28-28,Jassid
52,11,64,98,80,2,ON,10-26-26,AmericanBollworm-Egg
14,12,32,31,8,42,ON,14-35-14,AmericanBollworm-Egg
4,40,28,41,18,43,ON,14-35-14,AmericanBollworm-Larva
26,43,21,33,65,7,ON,10-26-26,Spodoptera
73,7,47,38,46,58,OFF,14-35-14,Spodoptera
79,26,42,47,85,57,ON,DAP,Spodoptera
73,36,43,33,17,40,OFF,17-17-17,Mealybug
43,13,59,96,3,98,OFF,Urea,PinkBollworm-Larva
49,8,23,5,35,56,OFF,10-26-26,Spodoptera
61,38,23,62,78,27,ON,17-17-17,Mealybug
5,41,68,29,69,26,ON,28-28,AmericanBollworm-Egg
84,8,59,67,52,83,OFF,10-26-26,Jassid
75,31,60,33,80,96,OFF,10-26-26,AmericanBollworm-Egg
68,5,53,95,35,82,OFF,Urea,Spodoptera
71,24,53,52,10,3,OFF,28-28,PinkBollworm-Larva
36,27,53,96,21,13,OFF,10-26-26,Spodoptera
41,25,21,37,34,54,ON,10-26-26,AmericanBollworm-Larva
40,7,33,23,28,21,OFF,DAP,AmericanBollworm-Egg
8,44,40,80,49,89,ON,Urea,AmericanBollworm-Egg
24,5,32,99,39,54,ON,28-28,AmericanBollworm-Egg
33,8,47,3,59,72,OFF,Urea,PinkBollworm-Larva
16,26,29,68,88,94,OFF,10-26-26,AmericanBollworm-Egg
25,12,40,0,10,19,ON,14-35-14,Aphid
46,45,24,61,99,58,ON,14-35-14,Mealybug
1,20,68,51,16,37,OFF,Urea,Spodoptera
49,0,37,73,54,75,OFF,10-26-26,PinkBollworm-Larva
21,18,70,36,87,52,ON,DAP,Spodoptera
34,2,42,51,63,48,ON,Urea,AmericanBollworm-Egg
28,6,38,92,84,43,OFF,Urea,AmericanBollworm-Larva
51,13,44,28,21,67,OFF,20-20,PinkBollworm-Larva
40,9,25,32,60,24,OFF,14-35-14,PinkBollworm-Larva
39,10,48,41,40,28,ON,10-26-26,PinkBollworm-Larva
61,36,66,21,29,33,ON,17-17-17,AmericanBollworm-Egg
71,12,22,21,56,7,OFF,10-26-26,PinkBollworm-Larva
15,9,62,80,58,81,ON,10-26-26,AmericanBollworm-Egg
86,16,43,11,72,87,OFF,Urea,Spodoptera
72,21,27,76,86,86,OFF,20-20,AmericanBollworm-Egg
34,17,70,6,13,97,OFF,14-35-14,AmericanBollworm-Egg
79,27,42,19,12,89,ON,17-17-17,Aphid
83,25,63,23,9,35,OFF,20-20,PinkBollworm-Larva
10,37,62,67,91,83,ON,10-26-26,Jassid
62,42,46,95,72,14,OFF,17-17-17,Jassid
68,37,50,56,46,4,ON,10-26-26,PinkBollworm-Larva
35,29,54,68,69,79,ON,Urea,AmericanBollworm-Egg
63,38,69,28,93,6,OFF,28-28,Spodoptera
58,30,52,20,92,51,ON,17-17-17,Mealybug
57,23,51,13,51,49,ON,20-20,AmericanBollworm-Larva
77,41,42,95,60,97,ON,10-26-26,Mealybug
21,19,35,78,83,82,ON,28-28,PinkBollworm-Larva
42,45,62,27,73,6,ON,10-26-26,Aphid
41,14,30,54,22,31,OFF,28-28,PinkBollworm-Larva
22,28,64,41,49,6,ON,20-20,AmericanBollworm-Egg
61,27,67,16,11,41,OFF,17-17-17,PinkBollworm-Larva
36,45,40,94,58,96,OFF,28-28,Mealybug
16,4,46,56,45,10,ON,14-35-14,PinkBollworm-Larva
47,44,43,32,8,26,ON,14-35-14,PinkBollworm-Larva
19,0,63,9,28,75,ON,DAP,Jassid
33,31,51,95,90,69,ON,10-26-26,AmericanBollworm-Egg
88,14,28,10,28,25,OFF,DAP,Mealybug
86,12,43,51,22,20,OFF,10-26-26,AmericanBollworm-Egg
46,39,64,12,58,60,ON,28-28,Spodoptera
18,13,24,35,54,32,ON,DAP,AmericanBollworm-Larva
31,9,51,25,82,78,OFF,10-26-26,AmericanBollworm-Larva
15,0,67,96,74,61,ON,10-26-26,AmericanBollworm-Larva
40,34,55,19,82,62,ON,Urea,Aphid
37,35,56,11,50,56,ON,28-28,AmericanBollworm-Larva
43,0,29,59,49,81,OFF,Urea,Jassid
55,44,24,76,10,53,ON,17-17-17,Mealybug
80,30,54,85,58,16,ON,10-26-26,PinkBollworm-Larva
23,20,62,87,27,66,OFF,Urea,Spodoptera
65,24,24,46,4,31,OFF,14-35-14,AmericanBollworm-Larva
13,28,58,30,4,70,ON,28-28,AmericanBollworm-Larva
6,31,32,19,34,86,ON,Urea,PinkBollworm-Larva
6,11,64,98,10,1,ON,17-17-17,PinkBollworm-Larva
1,27,37,69,42,58,ON,Urea,Spodoptera
21,18,49,96,13,15,ON,10-26-26,Mealybug
89,18,62,32,75,88,OFF,DAP,Aphid
68,45,36,1,11,65,OFF,20-20,AmericanBollworm-Larva
58,4,59,13,2,44,OFF,17-17-17,PinkBollworm-Larva
53,30,21,56,86,15,ON,10-26-26,Spodoptera
21,44,51,99,63,55,ON,DAP,Spodoptera
7,33,33,32,5,43,ON,Urea,AmericanBollworm-Larva
52,7,50,72,20,0,OFF,Urea,AmericanBollworm-Egg
53,8,24,36,27,69,OFF,10-26-26,AmericanBollworm-Larva
1,20,35,42,52,45,ON,DAP,Aphid
16,28,25,86,28,30,ON,DAP,Mealybug
75,12,52,47,97,38,OFF,10-26-26,Spodoptera
28,33,52,54,26,36,ON,DAP,Mealybug
55,10,49,96,76,38,OFF,14-35-14,PinkBollworm-Larva
21,32,20,19,69,37,OFF,28-28,Spodoptera
55,32,42,66,6,58,OFF,DAP,PinkBollworm-Larva
5,22,22,56,67,97,OFF,10-26-26,Jassid
60,35,54,64,61,80,OFF,DAP,AmericanBollworm-Egg
63,20,53,39,64,3,OFF,20-20,Jassid
41,32,66,43,94,72,ON,20-20,AmericanBollworm-Egg
76,15,60,1,70,18,OFF,10-26-26,Spodoptera
52,6,58,81,95,28,OFF,28-28,Spodoptera
10,15,27,76,94,54,ON,DAP,Spodoptera
65,32,65,78,63,52,ON,17-17-17,PinkBollworm-Larva
53,35,52,60,86,19,OFF,10-26-26,AmericanBollworm-Larva
63,44,41,2,30,74,ON,DAP,Jassid
73,40,52,40,81,22,OFF,28-28,AmericanBollworm-Egg
36,3,20,91,96,55,OFF,20-20,AmericanBollworm-Egg
68,27,57,18,69,5,OFF,Urea,Aphid
72,12,53,13,13,59,OFF,DAP,AmericanBollworm-Egg
75,7,49,84,96,42,OFF,20-20,Aphid
61,31,22,30,33,25,OFF,20-20,Mealybug
33,44,65,14,12,18,ON,DAP,AmericanBollworm-Larva
13,18,54,17,61,26,ON,28-28,Aphid
22,8,25,19,44,36,OFF,17-17-17,PinkBollworm-Larva
73,37,46,36,51,4,ON,28-28,Spodoptera
57,2,65,71,90,90,ON,14-35-14,Jassid
87,38,58,80,12,9,ON,10-26-26,Mealybug
51,31,62,83,73,38,ON,10-26-26,Spodoptera
31,34,22,84,24,28,ON,20-20,AmericanBollworm-Larva
89,12,41,77,16,84,ON,10-26-26,Spodoptera
15,12,62,19,17,48,OFF,DAP,AmericanBollworm-Larva
5,38,47,43,77,44,ON,Urea,Spodoptera
88,33,61,99,58,49,OFF,10-26-26,PinkBollworm-Larva
39,39,33,92,29,43,OFF,14-35-14,Aphid
51,43,69,15,89,27,OFF,28-28,PinkBollworm-Larva
9,44,38,86,60,71,ON,14-35-14,Spodoptera
90,36,46,19,77,64,ON,10-26-26,AmericanBollworm-Egg
70,29,53,55,25,12,OFF,28-28,Spodoptera
68,30,29,86,32,81,OFF,20-20,Mealybug
80,6,56,73,32,2,OFF,28-28,Mealybug
6,11,38,89,26,79,ON,20-20,Spodoptera
78,11,58,26,73,66,OFF,Urea,Aphid
82,24,48,4,39,72,ON,10-26-26,Spodoptera
38,36,25,67,98,58,ON,28-28,Jassid
58,38,50,68,46,17,ON,10-26-26,Aphid
33,17,24,22,94,55,ON,28-28,PinkBollworm-Larva
45,22,23,26,8,5,OFF,20-20,Jassid
12,3,57,22,26,42,OFF,28-28,PinkBollworm-Larva
62,7,46,58,10,33,OFF,DAP,Spodoptera
17,40,29,44,32,10,ON,10-26-26,Spodoptera
11,28,31,56,32,7,ON,17-17-17,Jassid
15,6,21,9,17,53,ON,10-26-26,Spodoptera
4,32,57,73,83,36,ON,14-35-14,Jassid
11,0,55,65,94,93,OFF,14-35-14,Spodoptera
40,12,63,5,17,18,OFF,20-20,Spodoptera
51,31,65,66,75,85,ON,14-35-14,Jassid
45,12,63,11,71,53,OFF,DAP,Jassid
16,12,34,86,60,94,ON,14-35-14,Jassid
49,36,55,48,68,4,ON,DAP,AmericanBollworm-Egg
50,45,69,57,14,18,ON,28-28,Jassid
10,42,61,1,52,84,OFF,14-35-14,PinkBollworm-Larva
78,16,66,99,44,82,ON,28-28,Mealybug
3,30,22,42,54,66,ON,10-26-26,Jassid
78,6,68,57,80,26,OFF,14-35-14,Spodoptera
40,37,55,63,67,43,ON,DAP,Jassid
12,18,51,5,10,83,OFF,28-28,Spodoptera
29,38,63,61,68,51,ON,Urea,AmericanBollworm-Egg
14,45,70,18,82,23,ON,Urea,AmericanBollworm-Larva
66,20,67,81,76,21,OFF,17-17-17,Spodoptera
56,32,22,95,30,59,ON,28-28,AmericanBollworm-Egg
88,8,29,46,30,3,OFF,Urea,AmericanBollworm-Larva
63,44,33,59,41,61,ON,10-26-26,AmericanBollworm-Egg
86,29,65,56,0,25,OFF,17-17-17,Spodoptera
34,41,67,82,3,5,ON,20-20,AmericanBollworm-Egg
51,14,35,18,78,79,ON,17-17-17,Aphid
77,7,46,21,22,44,OFF,28-28,AmericanBollworm-Larva
22,9,23,33,11,59,ON,28-28,Aphid
7,25,54,69,33,26,OFF,DAP,Jassid
57,30,34,10,87,12,OFF,10-26-26,AmericanBollworm-Larva
86,14,49,84,57,58,OFF,DAP,AmericanBollworm-Egg
6,42,48,67,93,43,ON,Urea,Spodoptera
1,44,47,63,60,16,ON,28-28,Mealybug
17,23,70,7,44,72,ON,17-17-17,Aphid
5,9,20,95,69,77,OFF,Urea,Aphid
32,19,60,31,55,18,ON,Urea,Mealybug
18,29,70,65,0,82,ON,Urea,AmericanBollworm-Larva
62,35,37,89,60,55,ON,Urea,Jassid
2,33,21,99,29,63,ON,14-35-14,AmericanBollworm-Egg
68,11,36,71,59,75,OFF,14-35-14,AmericanBollworm-Egg
13,15,35,98,58,15,OFF,28-28,Aphid
55,36,62,88,41,30,ON,10-26-26,Mealybug
83,20,42,81,3,23,ON,10-26-26,Aphid
24,22,66,89,35,10,ON,DAP,AmericanBollworm-Egg
47,36,66,13,65,87,ON,17-17-17,Aphid
53,9,52,86,79,68,OFF,17-17-17,Spodoptera
2,30,67,61,21,84,ON,10-26-26,AmericanBollworm-Larva
53,40,67,45,79,75,ON,DAP,Aphid
22,40,36,73,27,45,ON,Urea,Jassid
85,38,20,47,30,69,OFF,28-28,PinkBollworm-Larva
35,31,62,32,43,17,ON,14-35-14,Aphid
73,7,47,5,85,62,OFF,14-35-14,AmericanBollworm-Egg
56,17,32,76,7,11,ON,14-35-14,Aphid
84,0,67,98,9,28,OFF,14-35-14,Jassid
10,36,33,0,15,0,ON,10-26-26,Mealybug
76,0,43,93,66,6,OFF,Urea,AmericanBollworm-Egg
63,5,70,43,40,3,OFF,28-28,PinkBollworm-Larva
79,30,47,74,61,44,ON,10-26-26,Spodoptera
2,29,36,43,91,6,ON,17-17-17,Spodoptera
18,4,31,19,9,49,ON,10-26-26,Aphid
90,37,31,55,23,85,ON,17-17-17,Jassid
7,22,50,36,62,60,ON,17-17-17,Mealybug
67,40,55,27,55,82,ON,17-17-17,Aphid
16,42,45,67,80,27,ON,Urea,Mealybug
18,3,60,97,20,8,ON,Urea,PinkBollworm-Larva
76,6,70,65,46,58,OFF,14-35-14,Spodoptera
55,27,49,26,66,0,ON,28-28,Aphid
19,31,38,34,23,44,ON,20-20,PinkBollworm-Larva
87,37,24,51,27,98,OFF,28-28,Aphid
20,10,22,36,95,22,OFF,14-35-14,Aphid
21,41,30,56,82,92,ON,17-17-17,PinkBollworm-Larva
90,5,23,34,41,65,OFF,28-28,Jassid
8,31,63,75,3,70,OFF,DAP,AmericanBollworm-Egg
47,7,20,41,70,72,ON,20-20,Mealybug
15,18,22,31,15,84,ON,17-17-17,Jassid
78,40,68,57,20,17,OFF,28-28,Aphid
71,15,51,54,61,49,OFF,20-20,PinkBollworm-Larva
1,37,31,35,6,36,ON,17-17-17,PinkBollworm-Larva
26,22,43,75,94,27,ON,17-17-17,AmericanBollworm-Egg
79,0,30,39,84,99,OFF,10-26-26,Aphid
75,39,29,47,20,23,ON,DAP,Jassid
35,21,25,18,88,38,ON,14-35-14,Aphid
1,19,54,93,13,73,ON,10-26-26,AmericanBollworm-Larva
34,4,52,20,33,3,OFF,10-26-26,PinkBollworm-Larva
36,5,70,72,95,37,OFF,20-20,PinkBollworm-Larva
11,35,44,3,28,94,OFF,14-35-14,Mealybug
5,30,46,48,45,69,ON,DAP,Jassid
19,23,50,28,4,99,OFF,DAP,AmericanBollworm-Egg
23,37,40,98,47,2,ON,28-28,AmericanBollworm-Egg
36,2,49,79,2,11,OFF,DAP,PinkBollworm-Larva
49,11,62,8,19,18,OFF,28-28,AmericanBollworm-Egg
12,21,34,65,99,23,ON,28-28,AmericanBollworm-Larva
4,16,68,94,23,90,ON,Urea,Jassid
6,24,43,37,36,41,ON,28-28,Spodoptera
21,24,45,87,15,40,OFF,28-28,Aphid
25,45,63,14,12,60,ON,17-17-17,Aphid
38,37,54,47,12,47,ON,Urea,Aphid
50,45,37,54,92,93,ON,10-26-26,PinkBollworm-Larva
67,37,41,10,11,51,ON,28-28,Spodoptera
29,7,39,85,13,34,OFF,28-28,Aphid
76,10,52,57,51,56,OFF,14-35-14,AmericanBollworm-Larva
66,14,23,50,5,94,ON,Urea,AmericanBollworm-Egg
89,22,59,10,47,58,OFF,28-28,AmericanBollworm-Egg
50,13,42,71,1,44,ON,Urea,Mealybug
16,9,34,4,84,49,OFF,20-20,Aphid
17,19,29,74,34,59,ON,Urea,AmericanBollworm-Egg
64,14,65,34,8,71,OFF,DAP,AmericanBollworm-Larva
41,27,20,88,63,92,ON,20-20,AmericanBollworm-Egg
61,29,51,22,83,32,OFF,28-28,PinkBollworm-Larva
